City ST,City,ST,State,Lat,Lng,,,,
Wessington Springs SD,Wessington Springs,SD,South Dakota,44.0805,-98.5715,,,,
Wesson AR,Wesson,AR,Arkansas,33.1154,-92.7627,,,,
Wesson MS,Wesson,MS,Mississippi,31.6999,-90.3958,,,,
West TX,West,TX,Texas,31.8032,-97.0942,,,,
West MS,West,MS,Mississippi,33.1978,-89.7821,,,,
West Acton MA,West Acton,MA,Massachusetts,42.4751,-71.4745,,,,
West Alexander PA,West Alexander,PA,Pennsylvania,40.107,-80.5092,,,,
West Alexandria OH,West Alexandria,OH,Ohio,39.745,-84.5361,,,,
West Allis WI,West Allis,WI,Wisconsin,43.0068,-88.0296,,,,
West Alto Bonito Colonia TX,West Alto Bonito Colonia,TX,Texas,26.3144,-98.6632,,,,
West Alton MO,West Alton,MO,Missouri,38.8664,-90.2084,,,,
West Amana IA,West Amana,IA,Iowa,41.8083,-91.9654,,,,
West Athens CA,West Athens,CA,California,33.9235,-118.3033,,,,
West Babylon NY,West Babylon,NY,New York,40.7112,-73.3567,,,,
West Baden Springs IN,West Baden Springs,IN,Indiana,38.5675,-86.612,,,,
West Baraboo WI,West Baraboo,WI,Wisconsin,43.4815,-89.7719,,,,
West Barnstable MA,West Barnstable,MA,Massachusetts,41.7057,-70.3745,,,,
West Bay FL,West Bay,FL,Florida,30.2919,-85.8597,,,,
West Bay Shore NY,West Bay Shore,NY,New York,40.7079,-73.2719,,,,
West Belmar NJ,West Belmar,NJ,New Jersey,40.1707,-74.0376,,,,
West Bend WI,West Bend,WI,Wisconsin,43.4184,-88.1823,,,,
West Bend IA,West Bend,IA,Iowa,42.9599,-94.4457,,,,
West Berlin NJ,West Berlin,NJ,New Jersey,39.8087,-74.9413,,,,
West Bishop CA,West Bishop,CA,California,37.3571,-118.4543,,,,
West Blocton AL,West Blocton,AL,Alabama,33.1186,-87.1253,,,,
West Bloomfield WI,West Bloomfield,WI,Wisconsin,44.2208,-88.9718,,,,
West Bountiful UT,West Bountiful,UT,Utah,40.8983,-111.908,,,,
West Boxford MA,West Boxford,MA,Massachusetts,42.707,-71.0639,,,,
West Bradenton FL,West Bradenton,FL,Florida,27.5016,-82.6146,,,,
West Branch IA,West Branch,IA,Iowa,41.6627,-91.3406,,,,
West Branch MI,West Branch,MI,Michigan,44.2738,-84.2359,,,,
West Brattleboro VT,West Brattleboro,VT,Vermont,42.8558,-72.6017,,,,
West Bristol PA,West Bristol,PA,Pennsylvania,40.1015,-74.8852,,,,
West Brookfield MA,West Brookfield,MA,Massachusetts,42.2388,-72.1455,,,,
West Brooklyn IL,West Brooklyn,IL,Illinois,41.6928,-89.1473,,,,
West Brownsville PA,West Brownsville,PA,Pennsylvania,40.0314,-79.8913,,,,
West Buechel KY,West Buechel,KY,Kentucky,38.195,-85.6678,,,,
West Burke VT,West Burke,VT,Vermont,44.6431,-71.9792,,,,
West Burlington IA,West Burlington,IA,Iowa,40.8218,-91.1764,,,,
West Canton NC,West Canton,NC,North Carolina,35.5384,-82.8672,,,,
West Cape May NJ,West Cape May,NJ,New Jersey,38.9423,-74.9377,,,,
West Carrollton OH,West Carrollton,OH,Ohio,39.6723,-84.2522,,,,
West Carson CA,West Carson,CA,California,33.8229,-118.2931,,,,
West Carthage NY,West Carthage,NY,New York,43.973,-75.6219,,,,
West Chatham MA,West Chatham,MA,Massachusetts,41.6804,-69.9918,,,,
West Chazy NY,West Chazy,NY,New York,44.8178,-73.5118,,,,
West Chester PA,West Chester,PA,Pennsylvania,39.9601,-75.6058,,,,
West Chester IA,West Chester,IA,Iowa,41.34,-91.8169,,,,
West Chicago IL,West Chicago,IL,Illinois,41.8958,-88.2252,,,,
West City IL,West City,IL,Illinois,37.9962,-88.947,,,,
West College Corner IN,West College Corner,IN,Indiana,39.5694,-84.819,,,,
West Columbia TX,West Columbia,TX,Texas,29.1418,-95.6488,,,,
West Columbia SC,West Columbia,SC,South Carolina,33.9948,-81.0878,,,,
West Concord MA,West Concord,MA,Massachusetts,42.4518,-71.4035,,,,
West Concord MN,West Concord,MN,Minnesota,44.1529,-92.8995,,,,
West Conshohocken PA,West Conshohocken,PA,Pennsylvania,40.0705,-75.3192,,,,
West Covina CA,West Covina,CA,California,34.0555,-117.9112,,,,
West Creek NJ,West Creek,NJ,New Jersey,39.6346,-74.3071,,,,
West Crossett AR,West Crossett,AR,Arkansas,33.1488,-92.0222,,,,
West Decatur PA,West Decatur,PA,Pennsylvania,40.929,-78.2827,,,,
West DeLand FL,West DeLand,FL,Florida,29.0162,-81.3343,,,,
West Dennis MA,West Dennis,MA,Massachusetts,41.6666,-70.1656,,,,
West Denton MD,West Denton,MD,Maryland,38.8896,-75.8389,,,,
West Des Moines IA,West Des Moines,IA,Iowa,41.5527,-93.7803,,,,
West Dover VT,West Dover,VT,Vermont,42.9392,-72.8529,,,,
West Dundee IL,West Dundee,IL,Illinois,42.0984,-88.3072,,,,
West Easton PA,West Easton,PA,Pennsylvania,40.6781,-75.2357,,,,
West Elizabeth PA,West Elizabeth,PA,Pennsylvania,40.2722,-79.8952,,,,
West Elkton OH,West Elkton,OH,Ohio,39.5881,-84.5597,,,,
West Elmira NY,West Elmira,NY,New York,42.0879,-76.8472,,,,
West End NC,West End,NC,North Carolina,35.2399,-79.5675,,,,
West End NY,West End,NY,New York,42.4667,-75.0969,,,,
West Fairview PA,West Fairview,PA,Pennsylvania,40.2777,-76.9196,,,,
West Falls NY,West Falls,NY,New York,42.7014,-78.6822,,,,
West Falls PA,West Falls,PA,Pennsylvania,41.453,-75.8605,,,,
West Falls Church VA,West Falls Church,VA,Virginia,38.8648,-77.1878,,,,
West Falmouth MA,West Falmouth,MA,Massachusetts,41.6012,-70.6364,,,,
West Fargo ND,West Fargo,ND,North Dakota,46.8565,-96.9048,,,,
West Farmington OH,West Farmington,OH,Ohio,41.3909,-80.973,,,,
West Fork AR,West Fork,AR,Arkansas,35.9357,-94.1801,,,,
West Forks ME,West Forks,ME,Maine,45.397,-70.0362,,,,
West Frankfort IL,West Frankfort,IL,Illinois,37.8997,-88.9302,,,,
West Freehold NJ,West Freehold,NJ,New Jersey,40.2324,-74.2943,,,,
West Frostproof FL,West Frostproof,FL,Florida,27.7336,-81.5831,,,,
West Gilgo Beach NY,West Gilgo Beach,NY,New York,40.6129,-73.4196,,,,
West Glacier MT,West Glacier,MT,Montana,48.4916,-113.9961,,,,
West Glendive MT,West Glendive,MT,Montana,47.1056,-104.754,,,,
West Glens Falls NY,West Glens Falls,NY,New York,43.3019,-73.6873,,,,
West Green GA,West Green,GA,Georgia,31.613,-82.7346,,,,
West Grove PA,West Grove,PA,Pennsylvania,39.8206,-75.8284,,,,
West Grove IA,West Grove,IA,Iowa,40.7247,-92.5602,,,,
West Hamburg PA,West Hamburg,PA,Pennsylvania,40.5524,-76.002,,,,
West Hamlin WV,West Hamlin,WV,West Virginia,38.2802,-82.194,,,,
West Hampton Dunes NY,West Hampton Dunes,NY,New York,40.7776,-72.7137,,,,
West Hanover MA,West Hanover,MA,Massachusetts,42.1195,-70.8828,,,,
West Harrison IN,West Harrison,IN,Indiana,39.2577,-84.8226,,,,
West Hartford CT,West Hartford,CT,Connecticut,41.7669,-72.7536,,,,
West Hattiesburg MS,West Hattiesburg,MS,Mississippi,31.3112,-89.3738,,,,
West Haven CT,West Haven,CT,Connecticut,41.2738,-72.9669,,,,
West Haven UT,West Haven,UT,Utah,41.2082,-112.0538,,,,
West Haverstraw NY,West Haverstraw,NY,New York,41.2063,-73.9884,,,,
West Havre MT,West Havre,MT,Montana,48.547,-109.7311,,,,
West Hazleton PA,West Hazleton,PA,Pennsylvania,40.9699,-76.0131,,,,
West Helena AR,West Helena,AR,Arkansas,34.5507,-90.6418,,,,
West Hempstead NY,West Hempstead,NY,New York,40.6959,-73.6507,,,,
West Hickory PA,West Hickory,PA,Pennsylvania,41.5687,-79.4081,,,,
West Hill OH,West Hill,OH,Ohio,41.2298,-80.5273,,,,
West Hills NY,West Hills,NY,New York,40.8198,-73.4339,,,,
West Hills PA,West Hills,PA,Pennsylvania,40.8289,-79.5452,,,,
West Hollywood FL,West Hollywood,FL,Florida,26.0206,-80.1839,,,,
West Hollywood CA,West Hollywood,CA,California,34.0883,-118.3718,,,,
West Homestead PA,West Homestead,PA,Pennsylvania,40.3977,-79.9185,,,,
West Hurley NY,West Hurley,NY,New York,42.0083,-74.1121,,,,
West Ishpeming MI,West Ishpeming,MI,Michigan,46.4884,-87.717,,,,
West Islip NY,West Islip,NY,New York,40.7097,-73.2971,,,,
West Jefferson NC,West Jefferson,NC,North Carolina,36.3948,-81.4896,,,,
West Jefferson AL,West Jefferson,AL,Alabama,33.6499,-87.0656,,,,
West Jefferson OH,West Jefferson,OH,Ohio,39.9487,-83.2993,,,,
West Jersey IL,West Jersey,IL,Illinois,41.0189,-89.9271,,,,
West Jordan UT,West Jordan,UT,Utah,40.6024,-112.0008,,,,
West Kennebunk ME,West Kennebunk,ME,Maine,43.4142,-70.581,,,,
West Kingston RI,West Kingston,RI,Rhode Island,41.4832,-71.5514,,,,
West Kittanning PA,West Kittanning,PA,Pennsylvania,40.8123,-79.5313,,,,
West Lafayette IN,West Lafayette,IN,Indiana,40.4432,-86.9239,,,,
West Lafayette OH,West Lafayette,OH,Ohio,40.2761,-81.7517,,,,
West Lake Hills TX,West Lake Hills,TX,Texas,30.292,-97.8085,,,,
West Lake Wales FL,West Lake Wales,FL,Florida,27.8903,-81.6465,,,,
West Laurel MD,West Laurel,MD,Maryland,39.1133,-76.8924,,,,
West Lawn PA,West Lawn,PA,Pennsylvania,40.3289,-75.9939,,,,
West Lebanon IN,West Lebanon,IN,Indiana,40.2724,-87.3861,,,,
West Leechburg PA,West Leechburg,PA,Pennsylvania,40.6338,-79.617,,,,
West Leipsic OH,West Leipsic,OH,Ohio,41.1052,-84.001,,,,
West Liberty WV,West Liberty,WV,West Virginia,40.1647,-80.5972,,,,
West Liberty PA,West Liberty,PA,Pennsylvania,41.0079,-80.0573,,,,
West Liberty IA,West Liberty,IA,Iowa,41.5726,-91.2622,,,,
West Liberty OH,West Liberty,OH,Ohio,40.2563,-83.7586,,,,
West Liberty KY,West Liberty,KY,Kentucky,37.9161,-83.2668,,,,
West Lincoln NE,West Lincoln,NE,Nebraska,40.8378,-96.7311,,,,
West Line MO,West Line,MO,Missouri,38.6358,-94.5869,,,,
West Linn OR,West Linn,OR,Oregon,45.3669,-122.6399,,,,
West Little River FL,West Little River,FL,Florida,25.857,-80.2366,,,,
West Livingston TX,West Livingston,TX,Texas,30.6957,-95.0097,,,,
West Logan WV,West Logan,WV,West Virginia,37.8679,-81.9906,,,,
West Long Branch NJ,West Long Branch,NJ,New Jersey,40.2883,-74.0186,,,,
West Louisville KY,West Louisville,KY,Kentucky,37.6967,-87.2869,,,,
West Manchester OH,West Manchester,OH,Ohio,39.9035,-84.6265,,,,
West Mansfield OH,West Mansfield,OH,Ohio,40.4007,-83.5444,,,,
West Marion NC,West Marion,NC,North Carolina,35.6525,-82.0191,,,,
West Mayfield PA,West Mayfield,PA,Pennsylvania,40.7802,-80.3387,,,,
West Medway MA,West Medway,MA,Massachusetts,42.1418,-71.4245,,,,
West Melbourne FL,West Melbourne,FL,Florida,28.0698,-80.6737,,,,
West Memphis AR,West Memphis,AR,Arkansas,35.1531,-90.1995,,,,
West Menlo Park CA,West Menlo Park,CA,California,37.4338,-122.2034,,,,
West Miami FL,West Miami,FL,Florida,25.7578,-80.2969,,,,
West Middlesex PA,West Middlesex,PA,Pennsylvania,41.1742,-80.4557,,,,
West Middletown PA,West Middletown,PA,Pennsylvania,40.2432,-80.4253,,,,
West Middletown OH,West Middletown,OH,Ohio,39.5237,-84.418,,,,
West Mifflin PA,West Mifflin,PA,Pennsylvania,40.3581,-79.9072,,,,
West Milford WV,West Milford,WV,West Virginia,39.2044,-80.4034,,,,
West Millgrove OH,West Millgrove,OH,Ohio,41.2428,-83.4913,,,,
West Milton PA,West Milton,PA,Pennsylvania,41.0185,-76.8765,,,,
West Milton OH,West Milton,OH,Ohio,39.9586,-84.3262,,,,
West Milwaukee WI,West Milwaukee,WI,Wisconsin,43.0124,-87.971,,,,
West Mineral KS,West Mineral,KS,Kansas,37.2839,-94.927,,,,
West Monroe LA,West Monroe,LA,Louisiana,32.5121,-92.1513,,,,
West Monroe MI,West Monroe,MI,Michigan,41.9142,-83.4318,,,,
West Mountain UT,West Mountain,UT,Utah,40.0654,-111.7868,,,,
West Mystic CT,West Mystic,CT,Connecticut,41.3507,-71.982,,,,
West Nanticoke PA,West Nanticoke,PA,Pennsylvania,41.2202,-76.0095,,,,
West New York NJ,West New York,NJ,New Jersey,40.7856,-74.0093,,,,
West Newton PA,West Newton,PA,Pennsylvania,40.2093,-79.77,,,,
West Nyack NY,West Nyack,NY,New York,41.0907,-73.9714,,,,
West Ocean City MD,West Ocean City,MD,Maryland,38.3476,-75.1115,,,,
West Odessa TX,West Odessa,TX,Texas,31.8388,-102.4996,,,,
West Okoboji IA,West Okoboji,IA,Iowa,43.349,-95.1631,,,,
West Orange TX,West Orange,TX,Texas,30.0792,-93.7599,,,,
West Palm Beach FL,West Palm Beach,FL,Florida,26.7468,-80.1315,,,,
West Park FL,West Park,FL,Florida,25.984,-80.1922,,,,
West Park CA,West Park,CA,California,36.7055,-119.8516,,,,
West Pasco WA,West Pasco,WA,Washington,46.2522,-119.1842,,,,
West Pawlet VT,West Pawlet,VT,Vermont,43.3537,-73.2521,,,,
West Peavine OK,West Peavine,OK,Oklahoma,35.9133,-94.6481,,,,
West Pelzer SC,West Pelzer,SC,South Carolina,34.6449,-82.4737,,,,
West Pensacola FL,West Pensacola,FL,Florida,30.4263,-87.2679,,,,
West Peoria IL,West Peoria,IL,Illinois,40.6972,-89.6393,,,,
West Perrine FL,West Perrine,FL,Florida,25.6061,-80.3639,,,,
West Pike PA,West Pike,PA,Pennsylvania,41.7762,-77.7139,,,,
West Pittsburg PA,West Pittsburg,PA,Pennsylvania,40.931,-80.3591,,,,
West Pittston PA,West Pittston,PA,Pennsylvania,41.3295,-75.7998,,,,
West Plains MO,West Plains,MO,Missouri,36.7379,-91.868,,,,
West Pocomoke MD,West Pocomoke,MD,Maryland,38.0956,-75.5842,,,,
West Point VA,West Point,VA,Virginia,37.5519,-76.8017,,,,
West Point TX,West Point,TX,Texas,29.9438,-97.0369,,,,
West Point NE,West Point,NE,Nebraska,41.8378,-96.7061,,,,
West Point NY,West Point,NY,New York,41.3645,-74.0139,,,,
West Point CA,West Point,CA,California,38.4043,-120.5374,,,,
West Point AL,West Point,AL,Alabama,34.2401,-86.9625,,,,
West Point AR,West Point,AR,Arkansas,35.2033,-91.6098,,,,
West Point IL,West Point,IL,Illinois,40.2555,-91.1836,,,,
West Point GA,West Point,GA,Georgia,32.8955,-85.1453,,,,
West Point IA,West Point,IA,Iowa,40.7149,-91.4523,,,,
West Point OH,West Point,OH,Ohio,40.7084,-80.7023,,,,
West Point UT,West Point,UT,Utah,41.1221,-112.0995,,,,
West Point MS,West Point,MS,Mississippi,33.6064,-88.6571,,,,
West Point KY,West Point,KY,Kentucky,37.9851,-85.9557,,,,
West Portsmouth OH,West Portsmouth,OH,Ohio,38.7622,-83.0417,,,,
West Puente Valley CA,West Puente Valley,CA,California,34.0512,-117.9681,,,,
West Rancho Dominguez CA,West Rancho Dominguez,CA,California,33.9057,-118.2682,,,,
West Reading PA,West Reading,PA,Pennsylvania,40.3337,-75.947,,,,
West Richfield OH,West Richfield,OH,Ohio,41.2395,-81.6551,,,,
West Richland WA,West Richland,WA,Washington,46.3115,-119.3996,,,,
West Riverside MT,West Riverside,MT,Montana,46.8771,-113.8898,,,,
West Rushville OH,West Rushville,OH,Ohio,39.7639,-82.4488,,,,
West Rutland VT,West Rutland,VT,Vermont,43.5972,-73.0451,,,,
West Sacramento CA,West Sacramento,CA,California,38.5556,-121.5504,,,,
West Saint Paul MN,West Saint Paul,MN,Minnesota,44.9019,-93.0857,,,,
West Salem WI,West Salem,WI,Wisconsin,43.8989,-91.0881,,,,
West Salem IL,West Salem,IL,Illinois,38.5197,-88.009,,,,
West Salem OH,West Salem,OH,Ohio,40.9697,-82.1078,,,,
West Samoset FL,West Samoset,FL,Florida,27.4702,-82.5552,,,,
West Sand Lake NY,West Sand Lake,NY,New York,42.6403,-73.6033,,,,
West Sayville NY,West Sayville,NY,New York,40.7294,-73.105,,,,
West Scio OR,West Scio,OR,Oregon,44.7098,-122.8812,,,,
West Seboeis ME,West Seboeis,ME,Maine,45.5292,-68.8787,,,,
West Selmont AL,West Selmont,AL,Alabama,32.3912,-87.0172,,,,
West Seneca NY,West Seneca,NY,New York,42.8375,-78.7508,,,,
West Sharyland TX,West Sharyland,TX,Texas,26.2718,-98.3404,,,,
West Shiloh TN,West Shiloh,TN,Tennessee,35.1487,-88.3834,,,,
West Siloam Springs OK,West Siloam Springs,OK,Oklahoma,36.1755,-94.5941,,,,
West Simsbury CT,West Simsbury,CT,Connecticut,41.8748,-72.8448,,,,
West Slope OR,West Slope,OR,Oregon,45.4962,-122.7731,,,,
West Smithfield NC,West Smithfield,NC,North Carolina,35.5271,-78.3553,,,,
West Springfield VA,West Springfield,VA,Virginia,38.7771,-77.2268,,,,
West Springfield MA,West Springfield,MA,Massachusetts,42.107,-72.6204,,,,
West Stewartstown NH,West Stewartstown,NH,New Hampshire,44.9906,-71.5309,,,,
West Sullivan MO,West Sullivan,MO,Missouri,38.1921,-91.1918,,,,
West Sunbury PA,West Sunbury,PA,Pennsylvania,41.0061,-79.8965,,,,
West Swanzey NH,West Swanzey,NH,New Hampshire,42.871,-72.3225,,,,
West Tawakoni TX,West Tawakoni,TX,Texas,32.8975,-96.0234,,,,
West Terre Haute IN,West Terre Haute,IN,Indiana,39.4638,-87.4506,,,,
West Topsham VT,West Topsham,VT,Vermont,44.1151,-72.3118,,,,
West Union WV,West Union,WV,West Virginia,39.2963,-80.7751,,,,
West Union IL,West Union,IL,Illinois,39.215,-87.6657,,,,
West Union IA,West Union,IA,Iowa,42.9588,-91.8132,,,,
West Union OH,West Union,OH,Ohio,38.7917,-83.5441,,,,
West Union MN,West Union,MN,Minnesota,45.798,-95.0889,,,,
West Union SC,West Union,SC,South Carolina,34.7589,-83.0431,,,,
West Unity OH,West Unity,OH,Ohio,41.5884,-84.4308,,,,
West University Place TX,West University Place,TX,Texas,29.7157,-95.4321,,,,
West Upton MA,West Upton,MA,Massachusetts,42.1695,-71.6203,,,,
West Valley WA,West Valley,WA,Washington,46.5921,-120.6051,,,,
West Valley NY,West Valley,NY,New York,42.4036,-78.6115,,,,
West Valley City UT,West Valley City,UT,Utah,40.6889,-112.0115,,,,
West Vandergrift PA,West Vandergrift,PA,Pennsylvania,40.6006,-79.5837,,,,
West View PA,West View,PA,Pennsylvania,40.5182,-80.0333,,,,
West View OH,West View,OH,Ohio,41.3603,-81.9026,,,,
West Wareham MA,West Wareham,MA,Massachusetts,41.79,-70.755,,,,
West Waynesburg PA,West Waynesburg,PA,Pennsylvania,39.9,-80.2006,,,,
West Wendover NV,West Wendover,NV,Nevada,40.7407,-114.0783,,,,
West Whittier CA,West Whittier,CA,California,33.9886,-118.057,,,,
West Wildwood NJ,West Wildwood,NJ,New Jersey,39.0009,-74.8245,,,,
West Winfield NY,West Winfield,NY,New York,42.8838,-75.1914,,,,
West Wyoming PA,West Wyoming,PA,Pennsylvania,41.3217,-75.8578,,,,
West Wyomissing PA,West Wyomissing,PA,Pennsylvania,40.3222,-75.9949,,,,
West Yarmouth MA,West Yarmouth,MA,Massachusetts,41.6496,-70.2487,,,,
West Yellowstone MT,West Yellowstone,MT,Montana,44.6628,-111.1058,,,,
West York PA,West York,PA,Pennsylvania,39.9534,-76.761,,,,
West York IL,West York,IL,Illinois,39.1689,-87.673,,,,
Westacres MI,Westacres,MI,Michigan,42.6,-83.4249,,,,
Westbend KY,Westbend,KY,Kentucky,37.9059,-83.9691,,,,
Westboro WI,Westboro,WI,Wisconsin,45.3608,-90.2934,,,,
Westboro OH,Westboro,OH,Ohio,39.2815,-83.9105,,,,
Westboro MO,Westboro,MO,Missouri,40.535,-95.3211,,,,
Westborough MA,Westborough,MA,Massachusetts,42.2672,-71.6168,,,,
Westbrook TX,Westbrook,TX,Texas,32.357,-101.0132,,,,
Westbrook ME,Westbrook,ME,Maine,43.6955,-70.3538,,,,
Westbrook MN,Westbrook,MN,Minnesota,44.0428,-95.4365,,,,
Westbury NY,Westbury,NY,New York,40.7599,-73.5891,,,,
Westby WI,Westby,WI,Wisconsin,43.653,-90.8583,,,,
Westby MT,Westby,MT,Montana,48.8708,-104.0557,,,,
Westchase FL,Westchase,FL,Florida,28.0597,-82.611,,,,
Westchester FL,Westchester,FL,Florida,25.7474,-80.3358,,,,
Westchester IL,Westchester,IL,Illinois,41.8492,-87.8906,,,,
Westcliffe CO,Westcliffe,CO,Colorado,38.134,-105.4654,,,,
Westcreek CO,Westcreek,CO,Colorado,39.1498,-105.1626,,,,
Westdale TX,Westdale,TX,Texas,27.9657,-97.9938,,,,
Westdale LA,Westdale,LA,Louisiana,32.1649,-93.4799,,,,
Westel TN,Westel,TN,Tennessee,35.8631,-84.7552,,,,
Westend CA,Westend,CA,California,35.7069,-117.3923,,,,
Westerly RI,Westerly,RI,Rhode Island,41.3723,-71.8069,,,,
Western NE,Western,NE,Nebraska,40.3931,-97.1984,,,,
Western Grove AR,Western Grove,AR,Arkansas,36.1012,-92.9547,,,,
Western Hills CO,Western Hills,CO,Colorado,39.8322,-104.9972,,,,
Western Lake TX,Western Lake,TX,Texas,32.6215,-97.816,,,,
Western Springs IL,Western Springs,IL,Illinois,41.8022,-87.9006,,,,
Westernport MD,Westernport,MD,Maryland,39.488,-79.0429,,,,
Westervelt IL,Westervelt,IL,Illinois,39.4791,-88.8612,,,,
Westerville NE,Westerville,NE,Nebraska,41.3962,-99.3817,,,,
Westerville OH,Westerville,OH,Ohio,40.1241,-82.9205,,,,
Westfall KS,Westfall,KS,Kansas,38.93,-98.0114,,,,
Westfall OR,Westfall,OR,Oregon,43.9918,-117.7091,,,,
Westfield WI,Westfield,WI,Wisconsin,43.8851,-89.4927,,,,
Westfield NJ,Westfield,NJ,New Jersey,40.6517,-74.3434,,,,
Westfield TX,Westfield,TX,Texas,30.0199,-95.4022,,,,
Westfield ND,Westfield,ND,North Dakota,46.0294,-100.2023,,,,
Westfield NY,Westfield,NY,New York,42.3219,-79.5747,,,,
Westfield PA,Westfield,PA,Pennsylvania,41.9177,-77.5403,,,,
Westfield IL,Westfield,IL,Illinois,39.4554,-87.9967,,,,
Westfield IN,Westfield,IN,Indiana,40.0314,-86.1539,,,,
Westfield IA,Westfield,IA,Iowa,42.7561,-96.6056,,,,
Westfield MA,Westfield,MA,Massachusetts,42.1382,-72.7561,,,,
Westfield Center OH,Westfield Center,OH,Ohio,41.0282,-81.9315,,,,
Westfir OR,Westfir,OR,Oregon,43.7579,-122.5095,,,,
Westgate IA,Westgate,IA,Iowa,42.7682,-91.9956,,,,
Westhampton NY,Westhampton,NY,New York,40.8326,-72.6616,,,,
Westhampton Beach NY,Westhampton Beach,NY,New York,40.8079,-72.6457,,,,
Westhaven CA,Westhaven,CA,California,41.036,-124.1112,,,,
Westhoff TX,Westhoff,TX,Texas,29.195,-97.4711,,,,
Westhope ND,Westhope,ND,North Dakota,48.9111,-101.0176,,,,
Westlake FL,Westlake,FL,Florida,26.7582,-80.3073,,,,
Westlake TX,Westlake,TX,Texas,32.981,-97.2039,,,,
Westlake LA,Westlake,LA,Louisiana,30.2604,-93.2635,,,,
Westlake OH,Westlake,OH,Ohio,41.4524,-81.9295,,,,
Westlake Corner VA,Westlake Corner,VA,Virginia,37.1234,-79.6971,,,,
Westlake Village CA,Westlake Village,CA,California,34.1458,-118.8056,,,,
Westland PA,Westland,PA,Pennsylvania,40.2789,-80.2732,,,,
Westland MI,Westland,MI,Michigan,42.3192,-83.3806,,,,
Westley CA,Westley,CA,California,37.5524,-121.2124,,,,
Westline PA,Westline,PA,Pennsylvania,41.7753,-78.7723,,,,
Westmere NY,Westmere,NY,New York,42.6883,-73.8744,,,,
Westminster TX,Westminster,TX,Texas,33.3649,-96.4598,,,,
Westminster LA,Westminster,LA,Louisiana,30.408,-91.0906,,,,
Westminster CA,Westminster,CA,California,33.7523,-117.9938,,,,
Westminster CO,Westminster,CO,Colorado,39.8837,-105.0627,,,,
Westminster VT,Westminster,VT,Vermont,43.0739,-72.4551,,,,
Westminster MD,Westminster,MD,Maryland,39.5799,-77.0066,,,,
Westminster OH,Westminster,OH,Ohio,40.699,-83.9795,,,,
Westminster SC,Westminster,SC,South Carolina,34.6657,-83.0911,,,,
Westmont NJ,Westmont,NJ,New Jersey,39.9098,-75.0479,,,,
Westmont PA,Westmont,PA,Pennsylvania,40.3194,-78.9524,,,,
Westmont CA,Westmont,CA,California,33.9417,-118.3018,,,,
Westmont IL,Westmont,IL,Illinois,41.7948,-87.9742,,,,
Westmoreland TN,Westmoreland,TN,Tennessee,36.5606,-86.2442,,,,
Westmoreland NY,Westmoreland,NY,New York,43.115,-75.4027,,,,
Westmoreland KS,Westmoreland,KS,Kansas,39.3943,-96.4138,,,,
Westmoreland City PA,Westmoreland City,PA,Pennsylvania,40.3312,-79.677,,,,
Westmorland CA,Westmorland,CA,California,33.0389,-115.6223,,,,
Westoak GA,Westoak,GA,Georgia,33.9879,-84.5316,,,,
Weston WI,Weston,WI,Wisconsin,44.8905,-89.5488,,,,
Weston WV,Weston,WV,West Virginia,39.0391,-80.4617,,,,
Weston FL,Weston,FL,Florida,26.1003,-80.4052,,,,
Weston NJ,Weston,NJ,New Jersey,40.5224,-74.5765,,,,
Weston TX,Weston,TX,Texas,33.3309,-96.6681,,,,
Weston LA,Weston,LA,Louisiana,32.244,-92.6135,,,,
Weston NE,Weston,NE,Nebraska,41.1931,-96.7422,,,,
Weston PA,Weston,PA,Pennsylvania,40.9426,-76.1401,,,,
Weston CO,Weston,CO,Colorado,37.146,-104.8684,,,,
Weston AL,Weston,AL,Alabama,34.1598,-88.032,,,,
Weston GA,Weston,GA,Georgia,31.976,-84.6149,,,,
Weston IA,Weston,IA,Iowa,41.3421,-95.7449,,,,
Weston ID,Weston,ID,Idaho,42.0373,-111.9783,,,,
Weston OH,Weston,OH,Ohio,41.3464,-83.7948,,,,
Weston MO,Weston,MO,Missouri,39.403,-94.886,,,,
Weston MN,Weston,MN,Minnesota,45.1889,-92.9847,,,,
Weston MI,Weston,MI,Michigan,41.7703,-84.0977,,,,
Weston OR,Weston,OR,Oregon,45.8165,-118.4258,,,,
Weston Lakes TX,Weston Lakes,TX,Texas,29.6627,-95.9353,,,,
Weston Mills NY,Weston Mills,NY,New York,42.0752,-78.3727,,,,
Westover WV,Westover,WV,West Virginia,39.6324,-79.9773,,,,
Westover TN,Westover,TN,Tennessee,35.6109,-88.8767,,,,
Westover PA,Westover,PA,Pennsylvania,40.7465,-78.6822,,,,
Westover AL,Westover,AL,Alabama,33.3715,-86.5358,,,,
Westover Hills DE,Westover Hills,DE,Delaware,39.7634,-75.5908,,,,
Westover Hills TX,Westover Hills,TX,Texas,32.7437,-97.4123,,,,
Westphalia IN,Westphalia,IN,Indiana,38.8665,-87.2277,,,,
Westphalia IA,Westphalia,IA,Iowa,41.7192,-95.3937,,,,
Westphalia MD,Westphalia,MD,Maryland,38.8385,-76.8232,,,,
Westphalia MO,Westphalia,MO,Missouri,38.4414,-92.0005,,,,
Westphalia MI,Westphalia,MI,Michigan,42.9303,-84.7978,,,,
